chain_id,start_date,end_date,duration_days,max_area_km2,mean_area_km2,total_area_km2,min_temperature,mean_min_temperature,mean_temperature,max_lat,min_lat,max_lon,min_lon,total_clusters,max_clusters_per_day,mean_clusters_per_day,max_cluster_area_day,coldest_temp_day
427,1976-12-27,1977-01-02,7,3308347.1796122524,2076379.6994405256,14534657.896083679,-3.5265584,-2.8635597,-1.8361185064857224,135,69,300,229,7,1,1.0,1977-01-01,1976-12-31
428,1977-01-05,1977-01-23,19,8143677.005707587,3818289.3560200366,72547497.7643807,-5.7134166,-3.8290012,-2.0869175415429426,154,83,338,127,19,1,1.0,1977-01-10,1977-01-19
429,1977-01-27,1977-02-03,8,4934355.220660046,2403093.101955649,19224744.81564519,-3.9322383,-3.178276,-1.8919090693717642,161,81,389,213,8,1,1.0,1977-01-29,1977-01-29
430,1977-02-06,1977-02-08,3,2796830.4933434217,2430865.7602831423,7292597.280849427,-3.4541318,-3.2128575,-1.9182801530132911,132,125,285,278,3,1,1.0,1977-02-06,1977-02-08
431,1977-02-17,1977-02-18,2,2148441.2008299353,1544291.3566363568,3088582.7132727136,-3.4941816,-3.2155452,-1.8846718057937162,151,139,301,286,2,1,1.0,1977-02-17,1977-02-17
432,1977-02-21,1977-02-21,1,584683.6291287419,584683.6291287419,584683.6291287419,-2.9092767,-2.9092767,-1.8091960847716055,157,157,289,289,1,1,1.0,1977-02-21,1977-02-21
433,1977-02-24,1977-02-25,2,2038057.71525692,1559409.3540146789,3118818.7080293577,-2.660016,-2.5475287,-1.875464252699545,101,99,411,396,2,1,1.0,1977-02-24,1977-02-25
434,1977-03-14,1977-03-14,1,559321.7129400758,559321.7129400758,559321.7129400758,-2.1454525,-2.1454525,-1.669046913991209,111,111,420,420,1,1,1.0,1977-03-14,1977-03-14
435,1977-11-20,1977-11-23,4,1518543.2937020608,1188217.598621905,4752870.39448762,-4.4778547,-3.8842816,-2.161843080156944,93,64,140,99,4,1,1.0,1977-11-21,1977-11-20
436,1977-12-03,1977-12-14,12,5875820.299758136,2727314.1332338834,38182397.86527437,-4.5824018,-3.2009335,-1.952281484998645,114,10,322,49,14,2,1.1666666666666667,1977-12-10,1977-12-08
437,1977-12-22,1977-12-22,1,1203149.731579846,1203149.731579846,1203149.731579846,-3.6764107,-3.6764107,-1.9106941705400293,171,171,217,217,1,1,1.0,1977-12-22,1977-12-22
438,1977-12-26,1977-12-29,4,1355226.128069834,736901.815051789,2947607.260207156,-2.4397058,-2.2205076,-1.7002945435578516,151,122,282,259,4,1,1.0,1977-12-27,1977-12-28
439,1977-12-31,1978-01-23,24,5390009.477820671,1591008.705175972,49321269.86045513,-4.1555843,-2.9550455,-1.8913419382348193,165,40,380,79,31,2,1.2916666666666667,1978-01-10,1978-01-13
440,1978-01-25,1978-02-11,18,3509623.9468690627,1933390.1769048113,36734413.361191414,-3.8323002,-2.9216871,-1.8384873990245798,156,74,318,170,19,2,1.0555555555555556,1978-02-02,1978-01-25
441,1978-02-16,1978-02-23,8,3191987.9082296705,1734825.2969306167,13878602.375444934,-3.8373349,-3.3872414,-1.9968413681905735,154,114,287,204,8,1,1.0,1978-02-22,1978-02-20
442,1978-03-02,1978-03-06,5,3610345.2996737324,1659135.5528244858,9954813.316946914,-3.4466753,-2.8487194,-1.8409469522060313,140,99,362,171,6,2,1.2,1978-03-05,1978-03-05
443,1978-03-09,1978-03-09,1,704612.3973803339,704612.3973803339,704612.3973803339,-2.312963,-2.312963,-1.750408925981821,123,123,394,394,1,1,1.0,1978-03-09,1978-03-09
444,1978-03-11,1978-03-11,1,529059.4616320247,529059.4616320247,529059.4616320247,-2.405026,-2.405026,-1.8809280625431228,47,47,390,390,1,1,1.0,1978-03-11,1978-03-11
445,1978-03-27,1978-03-27,1,721455.2401657706,721455.2401657706,721455.2401657706,-2.1334345,-2.1334345,-1.7101466560608123,92,92,406,406,1,1,1.0,1978-03-27,1978-03-27
446,1978-11-20,1978-11-20,1,627727.456732355,627727.456732355,627727.456732355,-2.7314427,-2.7314427,-1.766281427464281,80,80,154,154,1,1,1.0,1978-11-20,1978-11-20
447,1978-12-07,1978-12-10,4,3995403.464030988,3149880.6831090273,12599522.73243611,-6.0391765,-5.3611884,-2.2771971873022037,158,118,196,151,4,1,1.0,1978-12-09,1978-12-09
448,1978-12-20,1978-12-20,1,657529.0566266134,657529.0566266134,657529.0566266134,-3.7396872,-3.7396872,-2.1434586401419207,122,122,122,122,1,1,1.0,1978-12-20,1978-12-20
449,1978-12-28,1979-01-20,24,7186887.144569649,3711619.306432253,92790482.66080633,-5.4555454,-3.7550147,-2.071457859496882,148,69,350,103,25,2,1.0416666666666667,1979-01-02,1979-01-01
450,1979-01-23,1979-01-25,3,1746772.4110820272,1419144.132880305,4257432.398640915,-3.1372418,-2.8273652,-1.8423140890729002,147,117,250,159,3,1,1.0,1979-01-24,1979-01-23
451,1979-01-27,1979-02-20,25,11231188.930203088,6102501.011185265,164767527.30200216,-5.796785,-3.8901334,-2.0259408068564984,130,35,417,145,27,2,1.08,1979-02-10,1979-01-30
452,1979-02-22,1979-02-24,3,1458339.803627013,1094996.122663683,3284988.367991049,-2.3789053,-2.3602629,-1.7271693544397868,116,35,402,188,3,1,1.0,1979-02-23,1979-02-23
453,1979-03-02,1979-03-02,1,601155.0267609326,601155.0267609326,601155.0267609326,-2.6356628,-2.6356628,-1.9559110144518685,22,22,419,419,1,1,1.0,1979-03-02,1979-03-02
454,1979-03-04,1979-03-05,2,735462.3417555625,695018.6567786374,1390037.3135572749,-3.0090594,-2.999985,-1.9791966392742912,8,8,117,111,2,1,1.0,1979-03-04,1979-03-04
455,1979-03-14,1979-03-14,1,758507.1435055416,758507.1435055416,758507.1435055416,-2.5928037,-2.5928037,-1.9525662847067333,66,66,402,402,1,1,1.0,1979-03-14,1979-03-14
456,1979-03-16,1979-03-19,4,958079.1681576199,754657.4969972584,3018629.9879890336,-3.5867863,-2.9833694,-1.9648714204566764,132,123,360,331,4,1,1.0,1979-03-18,1979-03-19
457,1979-11-23,1979-11-23,1,552226.2176365427,552226.2176365427,552226.2176365427,-2.9451528,-2.9451528,-1.996799429652117,170,170,182,182,1,1,1.0,1979-11-23,1979-11-23
458,1979-11-28,1979-11-30,3,1797504.9780326318,1082619.3205397374,3247857.961619212,-3.1489346,-2.9333613,-1.856546089663978,163,108,221,148,3,1,1.0,1979-11-30,1979-11-28
459,1979-12-11,1979-12-11,1,510868.745939884,510868.745939884,510868.745939884,-1.995508,-1.995508,-1.685897948191716,90,90,415,415,1,1,1.0,1979-12-11,1979-12-11
460,1979-12-13,1979-12-19,7,1838271.8396411347,1314593.1835057915,9202152.28454054,-4.0697365,-3.2062085,-1.9073226739904194,157,37,319,53,7,1,1.0,1979-12-15,1979-12-14
461,1980-01-04,1980-01-15,12,3605847.8691546787,1901665.0671694027,30426641.074710444,-4.919892,-3.334216,-1.9158789752278764,163,11,404,31,16,2,1.3333333333333333,1980-01-12,1980-01-12
462,1980-01-26,1980-02-05,11,4228541.332962658,2133429.4169678027,27734582.420581434,-5.2157855,-3.582432,-2.021385428174853,152,82,341,124,13,2,1.1818181818181819,1980-02-01,1980-01-29
463,1980-02-07,1980-02-07,1,653680.307805875,653680.307805875,653680.307805875,-2.2591074,-2.2591074,-1.7676933800480095,159,159,282,282,1,1,1.0,1980-02-07,1980-02-07
464,1980-02-09,1980-02-10,2,1825552.8366240382,1365437.2380400472,2730874.4760800945,-2.9711447,-2.9451616,-1.9040808063786747,156,137,202,185,2,1,1.0,1980-02-10,1980-02-10
465,1980-02-12,1980-02-12,1,745449.3069896891,745449.3069896891,745449.3069896891,-2.9949632,-2.9949632,-1.9865643241627495,125,125,226,226,1,1,1.0,1980-02-12,1980-02-12
466,1980-02-17,1980-02-18,2,2902407.287033935,1847668.9905078176,3695337.981015635,-2.7796798,-2.336144,-1.760521179567619,140,138,320,228,2,1,1.0,1980-02-17,1980-02-17
467,1980-02-22,1980-02-23,2,2364516.384558093,1800758.7391379005,3601517.478275801,-2.736277,-2.4661655,-1.830939104524934,104,95,414,393,2,1,1.0,1980-02-22,1980-02-22
468,1980-02-26,1980-02-27,2,1174202.2781308582,918720.9638999046,1837441.9277998093,-2.3954268,-2.2050676,-1.6879780186143925,122,99,330,271,2,1,1.0,1980-02-27,1980-02-26
469,1980-02-29,1980-03-04,5,5717259.874200312,3403607.6190943145,17018038.095471572,-5.1100864,-3.5395775,-2.0474668924416153,159,103,278,250,5,1,1.0,1980-03-02,1980-03-03
470,1980-12-02,1980-12-09,8,1471176.6302946394,977808.3284112783,7822466.6272902265,-3.9584947,-3.3421524,-2.0151114683024236,102,32,124,87,8,1,1.0,1980-12-07,1980-12-06
471,1980-12-11,1980-12-13,3,917220.8006645652,766084.3206579854,3064337.2826319416,-2.9813566,-2.7565646,-1.8741234956515624,81,17,328,42,4,2,1.3333333333333333,1980-12-13,1980-12-12
472,1980-12-15,1980-12-29,15,5623859.708842579,1562840.5893637058,32819652.37663782,-3.437331,-2.8242912,-1.8687007993356184,119,22,368,26,21,2,1.4,1980-12-25,1980-12-25
473,1981-01-02,1981-01-06,5,4257625.879489317,2848622.6308287736,14243113.154143868,-3.805219,-3.187207,-2.024206110191561,138,62,307,235,5,1,1.0,1981-01-04,1981-01-05
474,1981-01-08,1981-01-14,7,4713656.088699568,2394898.445605967,16764289.11924177,-4.2107797,-3.3990953,-1.9928847256059001,152,99,295,266,7,1,1.0,1981-01-12,1981-01-13
475,1981-01-17,1981-01-18,2,2625955.550308601,1952096.365953274,3904192.731906548,-3.4859176,-3.0024855,-1.9678524443622667,156,147,288,275,2,1,1.0,1981-01-18,1981-01-18
476,1981-01-30,1981-01-31,2,1514988.0294818648,1217023.1232007232,2434046.2464014464,-3.7206328,-2.862049,-1.7361428503814418,132,121,344,318,2,1,1.0,1981-01-31,1981-01-31
477,1981-02-03,1981-02-06,4,3823440.1923470246,3133016.8175748596,12532067.270299438,-3.634925,-3.0093946,-1.849725390602852,133,120,339,258,4,1,1.0,1981-02-03,1981-02-05
478,1981-02-10,1981-02-16,7,7272593.712655702,2661313.759269377,21290510.074155018,-4.7254024,-3.1438189,-1.941665219267714,124,52,401,172,8,2,1.1428571428571428,1981-02-11,1981-02-10
479,1981-12-10,1981-12-11,2,807287.6961548658,688421.0149708246,1376842.0299416492,-3.121478,-2.8480392,-1.9686072372812893,156,153,293,287,2,1,1.0,1981-12-11,1981-12-11
480,1981-12-18,1981-12-21,4,3007308.6033120584,2252558.3527508522,9010233.411003409,-3.556936,-3.179861,-1.9769567793503502,146,135,287,217,4,1,1.0,1981-12-19,1981-12-20
481,1981-12-28,1982-02-20,55,10483567.188962763,3153883.8131667566,220771866.92167297,-5.679566,-3.3247771,-1.9531305274680202,160,18,412,48,70,2,1.2727272727272727,1982-01-18,1982-01-06
482,1982-02-23,1982-03-02,8,3424422.0069022565,1763517.277057711,15871655.4935194,-3.0815802,-2.8139834,-1.8837654734730505,113,32,393,37,9,2,1.125,1982-03-01,1982-02-24
483,1982-03-09,1982-03-13,5,1047466.0300037101,746748.3208541402,3733741.6042707013,-2.8813648,-2.8238049,-1.9116833452631545,33,21,402,393,5,1,1.0,1982-03-10,1982-03-11
484,1982-03-29,1982-03-29,1,821121.6718577448,821121.6718577448,821121.6718577448,-1.972896,-1.972896,-1.7213728295709299,111,111,373,373,1,1,1.0,1982-03-29,1982-03-29
485,1982-12-13,1982-12-13,1,625736.0541264602,625736.0541264602,625736.0541264602,-2.5668857,-2.5668857,-1.7844359548163002,78,78,329,329,1,1,1.0,1982-12-13,1982-12-13
486,1982-12-24,1982-12-24,1,552113.8143572718,552113.8143572718,552113.8143572718,-2.5210383,-2.5210383,-1.7360734508974105,25,25,408,408,1,1,1.0,1982-12-24,1982-12-24
487,1982-12-27,1983-02-01,37,4040190.7764279456,1249801.168728341,66239461.94260208,-4.3759255,-3.3510432,-2.0189578867295443,168,10,401,25,53,2,1.4324324324324325,1983-01-04,1983-01-03
488,1983-02-04,1983-02-07,4,1738984.279668327,1191870.9347012374,4767483.738804949,-2.4635236,-2.2919564,-1.7220058218262728,69,53,330,201,4,1,1.0,1983-02-05,1983-02-05
489,1983-02-10,1983-02-11,2,1062813.948054603,848507.8221772967,1697015.6443545935,-2.556315,-2.4470143,-1.7536966572304784,101,90,314,289,2,1,1.0,1983-02-10,1983-02-10
490,1983-02-15,1983-02-17,3,794515.9324590601,742053.0223942436,2226159.067182731,-3.3714123,-3.2444248,-2.040007721363418,27,26,379,377,3,1,1.0,1983-02-17,1983-02-16
491,1983-02-21,1983-02-26,6,1411714.7832726922,960783.8630295763,5764703.178177457,-4.0697002,-3.3735006,-2.1268912165607445,37,25,394,373,6,1,1.0,1983-02-25,1983-02-26
492,1983-02-28,1983-03-05,6,2341364.0095178774,1354337.9250974099,8126027.55058446,-5.007502,-3.9135303,-2.2530783301469945,46,21,404,390,6,1,1.0,1983-03-01,1983-03-01
493,1983-03-07,1983-03-08,2,682915.1439246389,623372.3082997848,1246744.6165995696,-2.5462809,-2.3958178,-1.8233831471278337,120,117,407,390,2,1,1.0,1983-03-07,1983-03-08
494,1983-03-18,1983-03-21,4,1116199.8777426193,1020523.7707845274,4082095.0831381097,-4.0387325,-3.7549212,-2.3504618347721857,33,27,403,393,4,1,1.0,1983-03-19,1983-03-20
495,1983-11-30,1983-11-30,1,574364.5165137965,574364.5165137965,574364.5165137965,-3.2692878,-3.2692878,-1.9152708567735803,100,100,157,157,1,1,1.0,1983-11-30,1983-11-30
496,1983-12-08,1983-12-09,2,1233927.7471827103,1097441.6859470194,2194883.3718940387,-2.6798935,-2.6199112,-1.777750729548316,53,45,109,108,2,1,1.0,1983-12-09,1983-12-09
497,1983-12-14,1983-12-15,2,785428.3355562289,725713.2572804706,1451426.5145609411,-2.4031382,-2.3357182,-1.7629446505100037,42,34,144,120,2,1,1.0,1983-12-15,1983-12-14
498,1983-12-17,1984-01-04,19,9290743.950250104,3933434.762358743,86535564.77189235,-5.7247086,-3.7907794,-2.1472977286883768,158,36,414,147,22,2,1.1578947368421053,1983-12-25,1983-12-23
499,1984-01-07,1984-01-26,20,10685730.069792558,3914046.977917116,93937127.47001079,-4.5557485,-3.63638,-2.0173925224970084,116,21,400,37,24,2,1.2,1984-01-20,1984-01-21
500,1984-01-29,1984-02-14,17,5137837.04593578,2133831.0480090515,44810452.00819008,-4.860063,-3.6669865,-2.050459628128851,148,6,397,128,21,2,1.2352941176470589,1984-02-03,1984-02-07
501,1984-02-16,1984-02-20,5,1154700.7181034738,973965.8612251666,4869829.306125833,-3.4303532,-3.2672226,-2.079876831057342,24,21,399,392,5,1,1.0,1984-02-17,1984-02-20
502,1984-02-22,1984-03-01,9,1244846.7475141282,830169.426727132,9131863.693998452,-3.555492,-3.0956628,-1.966550668396637,168,12,393,240,11,2,1.2222222222222223,1984-03-01,1984-02-29
503,1984-03-08,1984-03-14,7,2663505.0227426314,1265648.2573440177,10125186.058752142,-3.0474744,-2.5152848,-1.7761988193999296,126,33,389,172,8,2,1.1428571428571428,1984-03-10,1984-03-10
504,1984-03-19,1984-03-21,3,978016.4582535957,758956.8780768904,2276870.634230671,-3.016408,-2.8143418,-1.9211429704985123,39,25,401,396,3,1,1.0,1984-03-20,1984-03-20
505,1984-12-07,1984-12-07,1,2066704.5891531203,2066704.5891531203,2066704.5891531203,-2.7450106,-2.7450106,-1.7962416198970093,150,150,256,256,1,1,1.0,1984-12-07,1984-12-07
506,1984-12-16,1984-12-20,5,2440959.136789582,1429421.4727336061,7147107.363668031,-4.297239,-3.7267792,-2.101823537174478,102,52,134,104,5,1,1.0,1984-12-17,1984-12-17
507,1984-12-22,1985-01-04,14,5049439.643322504,2208449.4587956,41960539.7171164,-4.479949,-3.2305245,-1.9641026475758314,175,26,408,96,19,2,1.3571428571428572,1984-12-26,1984-12-29
508,1985-01-06,1985-01-06,1,501441.15895534115,501441.15895534115,501441.15895534115,-3.6793497,-3.6793497,-2.3212634649992983,179,179,188,188,1,1,1.0,1985-01-06,1985-01-06
509,1985-01-11,1985-01-14,4,3631458.049278653,1988970.8248747136,7955883.299498854,-3.3134193,-2.9115503,-1.9402383636092626,164,109,245,192,4,1,1.0,1985-01-12,1985-01-12
510,1985-01-16,1985-01-23,8,6812066.791173263,3493943.136458053,27951545.091664422,-5.21771,-3.5005736,-2.095784948344876,152,57,303,200,8,1,1.0,1985-01-20,1985-01-21
511,1985-01-26,1985-01-27,2,2614653.8590930956,2312651.1715653315,4625302.343130663,-2.8793805,-2.859063,-1.9342639576766683,145,140,296,267,2,1,1.0,1985-01-26,1985-01-27
512,1985-01-29,1985-02-14,17,8175539.995039987,3393772.13169408,74662986.89726976,-5.523787,-3.6262648,-2.0187401759181514,166,8,388,73,22,2,1.2941176470588236,1985-02-01,1985-02-02
513,1985-02-16,1985-02-19,4,1027058.1425025439,849262.9856031945,3397051.942412778,-3.456875,-2.9400053,-1.847982045142684,145,8,272,51,4,1,1.0,1985-02-16,1985-02-16
514,1985-02-21,1985-02-23,3,1268302.7381950754,868484.586089483,3473938.344357932,-2.7803845,-2.562866,-1.8031053469933287,108,11,416,53,4,2,1.3333333333333333,1985-02-22,1985-02-21
515,1985-02-25,1985-03-01,5,3043608.5298457006,1882483.2153671836,9412416.076835917,-3.2926426,-2.88538,-1.842015623000843,66,30,398,330,5,1,1.0,1985-02-27,1985-02-26
516,1985-03-04,1985-03-09,6,2691843.399605535,1873854.020200704,11243124.121204223,-3.849533,-3.134925,-1.9672319755599375,104,89,420,367,6,1,1.0,1985-03-07,1985-03-08
517,1985-03-27,1985-03-27,1,603089.3147129822,603089.3147129822,603089.3147129822,-3.3386831,-3.3386831,-2.0944191944020236,123,123,381,381,1,1,1.0,1985-03-27,1985-03-27
518,1985-11-19,1985-12-03,15,3342022.636125953,2058354.398296321,30875315.974444814,-6.160615,-4.450203,-2.2205908210558745,124,64,221,111,15,1,1.0,1985-12-02,1985-11-26
519,1985-12-11,1985-12-15,5,3778424.667482513,2402695.343605099,12013476.718025494,-5.0418334,-3.6576352,-1.9852411776689898,161,107,236,147,5,1,1.0,1985-12-14,1985-12-13
520,1985-12-17,1985-12-19,3,2462352.4841922433,1724525.422642208,5173576.267926624,-3.044856,-2.8126042,-1.8550246888313933,113,70,290,253,3,1,1.0,1985-12-19,1985-12-18
521,1985-12-21,1985-12-22,2,975001.2774073624,935306.9516789299,1870613.9033578597,-2.6481576,-2.4651952,-1.7721552987482019,148,121,276,242,2,1,1.0,1985-12-21,1985-12-21
522,1985-12-25,1985-12-27,3,3833074.2433875417,2192184.028544201,6576552.085632603,-3.6400719,-3.1656084,-2.021748588401737,163,123,274,238,3,1,1.0,1985-12-26,1985-12-26
523,1986-01-06,1986-01-09,4,2726383.9056733144,1461456.449580116,5845825.798320464,-3.4365351,-2.830677,-1.799951227968099,168,79,248,191,4,1,1.0,1986-01-08,1986-01-09
524,1986-01-12,1986-01-12,1,542665.2887537463,542665.2887537463,542665.2887537463,-2.1421561,-2.1421561,-1.67670039825104,64,64,365,365,1,1,1.0,1986-01-12,1986-01-12
525,1986-01-14,1986-01-16,3,3209817.2142096786,2314819.7971913447,6944459.3915740345,-3.6749723,-3.174576,-1.935742615966376,105,77,355,313,3,1,1.0,1986-01-15,1986-01-16
526,1986-01-22,1986-01-22,1,705337.5854273498,705337.5854273498,705337.5854273498,-2.155919,-2.155919,-1.728863430494199,21,21,129,129,1,1,1.0,1986-01-22,1986-01-22
527,1986-01-24,1986-01-29,6,4382167.017016566,2836044.554115746,17016267.324694477,-4.5529203,-3.2096536,-1.9709545465613802,144,76,407,252,6,1,1.0,1986-01-27,1986-01-28
528,1986-02-01,1986-02-05,5,2187796.175061529,1517044.9055152389,7585224.527576194,-3.1452425,-2.5310822,-1.7991532499805687,93,80,404,359,5,1,1.0,1986-02-02,1986-02-04
529,1986-02-07,1986-02-07,1,1108024.9457984222,1108024.9457984222,1108024.9457984222,-2.474481,-2.474481,-1.7281099603117305,91,91,384,384,1,1,1.0,1986-02-07,1986-02-07
530,1986-02-09,1986-02-15,7,3447125.203131437,2365979.397220554,16561855.780543877,-4.0503774,-3.360536,-1.9218689681657928,139,100,405,170,7,1,1.0,1986-02-12,1986-02-11
531,1986-02-17,1986-02-21,5,2642755.1879965873,1601966.1299631104,9611796.779778663,-4.4645047,-3.9859266,-2.0474429621103307,94,60,410,85,6,2,1.2,1986-02-19,1986-02-19
532,1986-03-01,1986-03-02,2,785566.9314086232,705742.6067681137,1411485.2135362274,-3.5819807,-3.1923206,-2.0027355282615136,165,163,272,258,2,1,1.0,1986-03-01,1986-03-02
533,1986-03-08,1986-03-11,4,2843251.616763093,1709087.9076274498,8545439.53813725,-4.9625955,-3.202874,-2.1165460202048365,137,63,400,301,5,2,1.25,1986-03-10,1986-03-10
534,1986-03-13,1986-03-15,3,1930370.2200794322,1645985.0166932137,4937955.050079641,-3.1279256,-2.7558997,-1.7796007924535917,100,66,416,402,3,1,1.0,1986-03-13,1986-03-14
535,1986-03-21,1986-03-21,1,620685.641017547,620685.641017547,620685.641017547,-2.0691135,-2.0691135,-1.6611769551629418,105,105,352,352,1,1,1.0,1986-03-21,1986-03-21
536,1986-03-23,1986-03-23,1,718244.2881974966,718244.2881974966,718244.2881974966,-2.9116096,-2.9116096,-2.149926740587737,57,57,399,399,1,1,1.0,1986-03-23,1986-03-23
537,1986-03-26,1986-03-26,1,931819.4960368098,931819.4960368098,931819.4960368098,-2.2450378,-2.2450378,-1.7523176918600218,97,97,418,418,1,1,1.0,1986-03-26,1986-03-26
538,1986-11-10,1986-11-10,1,883050.6580387645,883050.6580387645,883050.6580387645,-3.9417272,-3.9417272,-2.2022125199706766,94,94,152,152,1,1,1.0,1986-11-10,1986-11-10
539,1986-11-12,1986-11-13,2,799064.3171579193,670619.522323004,1341239.044646008,-2.87852,-2.8351884,-1.8641293848653175,114,85,200,151,2,1,1.0,1986-11-13,1986-11-13
540,1986-12-08,1986-12-10,3,1214974.268431554,957705.724770532,2873117.174311596,-3.1183915,-2.922778,-1.9391123415192508,114,85,400,167,3,1,1.0,1986-12-09,1986-12-10
541,1987-01-16,1987-01-28,13,4122198.0908313696,1887283.4285785365,24534684.571520973,-6.805892,-4.177319,-2.0456094725514213,160,94,333,137,13,1,1.0,1987-01-23,1987-01-18
542,1987-02-02,1987-02-02,1,653931.4027437068,653931.4027437068,653931.4027437068,-2.7903078,-2.7903078,-1.853287173578081,21,21,402,402,1,1,1.0,1987-02-02,1987-02-02
543,1987-02-04,1987-02-06,3,734253.3723403434,661752.2276770078,1985256.6830310235,-2.7703583,-2.6860602,-1.8350573350246748,21,15,396,357,3,1,1.0,1987-02-04,1987-02-06
544,1987-02-09,1987-02-10,2,1128177.346686014,817515.0508413578,3270060.203365431,-2.8423512,-2.470052,-1.8124120160709456,160,23,344,286,4,2,2.0,1987-02-09,1987-02-10
545,1987-02-12,1987-02-12,1,903155.965734272,903155.965734272,903155.965734272,-3.0633595,-3.0633595,-2.0269447717061575,99,99,360,360,1,1,1.0,1987-02-12,1987-02-12
546,1987-02-14,1987-02-16,3,1823705.8629452598,1501559.9180872284,6006239.672348914,-2.975202,-2.8286276,-1.8995311051579364,113,4,322,100,4,2,1.3333333333333333,1987-02-15,1987-02-15
547,1987-02-21,1987-02-21,1,813867.7000959793,813867.7000959793,813867.7000959793,-2.1238325,-2.1238325,-1.7604636612236066,119,119,392,392,1,1,1.0,1987-02-21,1987-02-21
548,1987-03-04,1987-03-05,2,887830.7166628089,750802.1010719386,1501604.2021438773,-2.6118531,-2.2706678,-1.7414077350874813,121,26,384,66,2,1,1.0,1987-03-04,1987-03-04
549,1987-03-07,1987-03-08,2,882755.9568843475,872593.9573554206,1745187.9147108411,-2.3558702,-2.311932,-1.8254163406465032,100,99,421,414,2,1,1.0,1987-03-08,1987-03-08
550,1987-03-10,1987-03-11,2,1253874.1684110765,1212140.6832658593,2424281.3665317185,-2.8064733,-2.6887927,-1.91383272336039,99,97,373,359,2,1,1.0,1987-03-11,1987-03-11
551,1987-03-30,1987-03-30,1,638922.4554523162,638922.4554523162,638922.4554523162,-4.2641883,-4.2641883,-1.9206529115936612,156,156,182,182,1,1,1.0,1987-03-30,1987-03-30
552,1987-12-15,1987-12-16,2,1898769.0762175864,1597389.6416616004,3194779.283323201,-5.073281,-4.6829805,-2.249803940084658,147,145,188,170,2,1,1.0,1987-12-15,1987-12-15
553,1987-12-25,1987-12-28,4,2010448.100632267,1757781.5501373499,7031126.2005493995,-6.3630013,-5.16344,-2.1800793375629817,149,121,166,144,4,1,1.0,1987-12-26,1987-12-27
554,1987-12-30,1988-01-11,13,3786716.9542950937,2274915.8343566325,29573905.84663622,-3.8418877,-3.455398,-1.991150830952686,142,87,324,140,13,1,1.0,1988-01-05,1988-01-08
555,1988-01-13,1988-01-16,4,5483808.742915737,3465837.3536969423,13863349.41478777,-3.402532,-3.109229,-1.9530672568177176,98,63,405,227,4,1,1.0,1988-01-15,1988-01-15
556,1988-01-19,1988-01-23,5,2290787.6222571796,1153816.9999836206,5769084.999918103,-5.9019046,-4.4226356,-2.069734813607959,175,111,185,137,5,1,1.0,1988-01-21,1988-01-21
557,1988-01-25,1988-02-16,23,6399740.372255056,1898063.8554774555,64534171.08623349,-4.1029844,-2.8699758,-1.8466743613268068,154,12,400,130,34,2,1.4782608695652173,1988-02-06,1988-02-02
558,1988-02-21,1988-02-21,1,909205.5731325271,909205.5731325271,909205.5731325271,-2.7121027,-2.7121027,-1.7885785572770714,93,93,276,276,1,1,1.0,1988-02-21,1988-02-21
559,1988-02-26,1988-02-26,1,611495.2011610189,611495.2011610189,611495.2011610189,-2.3261087,-2.3261087,-1.8552839598421857,150,150,302,302,1,1,1.0,1988-02-26,1988-02-26
560,1988-03-15,1988-03-16,2,909219.450515605,860505.1693083406,1721010.3386166813,-2.9469028,-2.7659552,-1.9098622463991446,159,155,292,279,2,1,1.0,1988-03-16,1988-03-16
561,1988-03-22,1988-03-22,1,1149486.9850746721,1149486.9850746721,1149486.9850746721,-2.4844282,-2.4844282,-1.7224274080029587,121,121,352,352,1,1,1.0,1988-03-22,1988-03-22
562,1988-12-11,1988-12-13,3,2051322.8098683655,1233073.5587070792,3699220.676121237,-3.8974345,-2.9735699,-1.8135381360838752,140,83,307,279,3,1,1.0,1988-12-12,1988-12-12
563,1988-12-18,1988-12-18,1,1272623.1618487092,1272623.1618487092,1272623.1618487092,-2.8571136,-2.8571136,-1.7403339460368985,154,154,280,280,1,1,1.0,1988-12-18,1988-12-18
564,1988-12-26,1989-01-05,11,2285213.6915793754,1408796.3019553737,19723148.22737523,-4.605173,-3.115927,-1.925723732683458,154,55,325,128,14,2,1.2727272727272727,1989-01-02,1988-12-27
565,1989-01-07,1989-01-14,8,3738116.2576384717,1887076.0385028885,16983684.346525997,-4.492769,-3.2115204,-1.8838091992537283,158,55,401,122,9,2,1.125,1989-01-08,1989-01-08
566,1989-01-18,1989-01-23,6,1311617.7100625173,863945.4413874083,6047618.089711858,-3.4775255,-3.0540564,-1.9684461133192512,53,15,314,24,7,2,1.1666666666666667,1989-01-23,1989-01-21
567,1989-01-25,1989-02-19,26,7062949.78904846,2357484.4726825724,89584409.96193776,-7.3948717,-3.7868288,-2.0226552385408403,136,8,410,21,38,2,1.4615384615384615,1989-02-04,1989-01-29
568,1989-02-23,1989-02-25,3,1750903.1843370874,1689732.6479191864,5069197.943757559,-4.458755,-3.716088,-1.9978528438990502,157,131,277,237,3,1,1.0,1989-02-23,1989-02-24
569,1989-03-01,1989-03-10,10,3878039.9839896127,1492784.8427292989,22391772.64093948,-4.2256207,-3.1825678,-1.899343775264825,168,13,415,124,15,3,1.5,1989-03-07,1989-03-06
